,user,Tweet Text,location
496,AsmaraAkhlaq,"RT @GURU11JI: He was PM, he is PM and he will be PM..In Sha Allah!
#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت
@TeamiPians https://t.co/xEsJz…",
497,Hknyazee,"RT @cryptomatrix74: Either you Surrender or you fight for your freedom till death. 
what will we do? I asked myself this question and my be…",
498,AVVAHEEDSANDHU,"RT @callmeaani: Karachi Jalsa preparations are in full swing!! 
Special arrangements are being made for security and safety of Women, aged…",لَنڈی کوتَل⚓زمین 
499,usman_najmal,"RT @Waji_Tweet: The national will of the people of Pakistan is to conduct elections now!
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت 
#سازش_نہ…",
500,abzden786,"RT @TBajwa7: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/Omlymtylov",
501,ItSaify,RT @MaddyWithKhan: With all due respect @MazharAbbasGEO the public sticking with Imran Khan will have nothing to do with this corrupt Gov's…,
502,jkbellforever,"RT @Sufia__J: #امپورٹڈ_حکومت_نامنظور
#BehindYouSkipper 

Long live Imran Khan 🇵🇰
May every hurdle will remove and win is always yours
Ameen…",
503,ausmanmirza1,"RT @MTauseefLatif: A new confusion. Dimag ko Aram b any do bae!!! 🤦🏻‍♂️
#سازش_نہیں_مداخلت 
#امپورٹڈ_حکومت_نامنظور https://t.co/Vpmsls7DuY",
504,Alamdar_e_Ali,"RT @Dija0821: Whoever made this picture... He/She did a great job.
#امپورٹڈ_حکومت_نامنظور https://t.co/HS24eLmxMy",Middle of Nowhere 
505,sadia_sabeen,"RT @kashifphpexpert: @Lalika79 @MeFixerr @B0oTaOfficial Whats app group aban shuro ker do
#امپورٹڈ_حکومت_نامنظور",
506,ShahabAliteamik,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",
507,alamgir46758185,@AyeshaK122 #امپورٹڈ_حکومت_نامنظور # i just write the same what u wrote..! The current one is just out of words. An… https://t.co/Z32ZPLzcgB,Kpk-Pakistan
508,Dreamweaver700,"RT @IramKiani: Just wanted to introduce @CMShehbaz 
He is criminal, murderer, corrupt, money Launderer.
And he became a prime Minister of P…",
509,venomous2020,RT @Non_graata: ARY taking ISPR and army to the cleaners. Asks why DG ISPR kept asking not to drag army into political matters when DG ISPR…,
510,sunny_sheikh33,RT @YounisRehan2: #امپورٹڈ_حکومت_نامنظور if @ImranKhanPTI Govt was selected then thes were the selectors but the outsiders #امپورڈیڈ_حکومت_…,"Punjab, Pakistan"
511,UmerKousar,"RT @Sufia__J: #امپورٹڈ_حکومت_نامنظور
#BehindYouSkipper 

That's all the charisma you'll really need to succeed."" ""Charisma is the result of…",
512,behindYouCapt,RT @_ChNisarAliKhan: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/mTuHVVDKEe,
513,904Zohaib,"RT @Muhamma80388119: The people of Pakistan were, are and will always stand with Imran Khan. 🇵🇰
#امپورٹڈ_حکومت_نامنظور https://t.co/kxH774i…","Lahore, Pakistan"
514,SyedaBakhtawa15,"RT @Ch_Imran0: The national will of the people of Pakistan is to conduct elections now!
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت https://t.…",
515,PTIworker512,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,"کراچی, پاکستان"
516,shahzaib_siddi,"RT @chuhdary_saqib: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/68Qeg…","Karachi, Pakistan"
517,Love___Pakistan,Pushing supporters and voters of #PTI (which is the biggest party at national level) to the wall will be devastatin… https://t.co/Mf05bH4Fil,
518,ShanGhani1,"RT @MumtazAli___: If he had run away like nawaz, people wouldn't have trusted him. People are ready to die for him because he's ready to di…","Punjab, Pakistan"
519,HTayyad,"RT @AboHaaris: #امپورٹڈ_حکومت_نامنظور 
First IK was our HOPE... Now after todays ISPR press release... IK is the LAST HOPE",
520,Adv_Inaam,"RT @AliHZaidiPTI: What’s the confusion about🤷🏻‍♂️

#امپورٹڈ_حکومت_نامنظور https://t.co/1eIxe36NeC","Kasur, Pakistan"
521,Arihakhattak,"RT @ahmednoorhamid: #PeshwarRejectsImranKhan #DGISPR #امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت
#عہدشکن_شکنجےمیں
""ABSOLUTELY FRAUD""
""Justice…",
522,UmerAli62195484,"RT @_TariqAhmedKhan: In One day,the question is HOW? #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور https://t.co/qXJyXrTa25",
523,QasimKh38957723,"RT @Waji_Tweet: The national will of the people of Pakistan is to conduct elections now!
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت 
#سازش_نہ…","Lahore, Pakistan"
524,adnansiddiq00,"RT @ahmednoorhamid: #PeshwarRejectsImranKhan #DGISPR #امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت
#عہدشکن_شکنجےمیں
""ABSOLUTELY FRAUD""
""Justice…",
525,SohailA85575031,RT @ArtistInWarTime: Situation:  #امپورٹڈ_حکومت_نامنظور #سازش_نہیں_مداخلت https://t.co/jd0dfe6mPw,
526,Muhamma14340532,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,گجرانوالہ 
527,PakTehrikeinsa,RT @Awesome50134305: Ye unk liye joh kehtey Hain absolutely fraud.Hope of Islamic countries and the leader of Islamic republic of Pakistan.…,
528,Shahzadsujra,RT @PTIofficial: Chairman PTI @ImranKhanPTI at the historic Peshawar Jalsa. Thank you Peshawar! #امپورٹڈ_حکومت_نامنظور https://t.co/bRcVx8x…,"Sargodha, Pakistan"
529,manikhan79,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,
530,sajidhassanpti,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Dubai united arab emirites
531,MKSafdar,"RT @AliHZaidiPTI: What’s the confusion about🤷🏻‍♂️

#امپورٹڈ_حکومت_نامنظور https://t.co/1eIxe36NeC","Lahore, Pakistan"
532,Saara33342219,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,پاکستان
533,NawazSukhera4,Stand with imran khan #امپورٹڈ_حکومت_نامنظور https://t.co/NkfQh4wogb,
534,Al_Aeenulhassan,"RT @Mahi_136: #امپورٹڈ_حکومت_نامنظور
You are right we are not well informed that's why we know the difference between ""sazish"" and ""madakhl…",Hamara payara pakistan. 
535,shujahatali23,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
536,waqarakif,"RT @TBajwa7: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/Omlymtylov",Lahore Pakistan
537,Hknyazee,"RT @Iam_Zai13: Imported government not acceptable
#امپورٹڈ_حکومت_نامنظور",
538,TaimoorAsim1985,"RT @RehmanSummia: You are Prime minister of our Hearts bs aap nay ghabrana nhee hai @ImranKhanPTI
#امپورٹڈ_حکومت_نامنظور",Scotland
539,ImranKh77430582,"RT @BazurgHoonMein: Salman Rafiq and Mian Nauman, both goons of Noora league have been arrested by Police, in connection with the manhandli…",Senegal
540,SupportingIK,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",
541,Hey_mojjo,"RT @Shbazgillfan: Wake up my nation it's time to make a history
Otherwise you will be again throw over there in the feet of virtual God 💔🙏…",", Pakistan"
542,AmreemS,"RT @umarfarooqsays: Please recite Ayat ul Kursi for Imran Khan. He is exposing everyone, May Allah protect him. Aameen 😭 

#PeshawarJalsa…",
543,ZairaZehra1,"RT @naanchannay: Saazish and Mudakhilat in one frame

#امپورٹڈ_حکومت_نامنظور https://t.co/hLeGdhfwiG",
544,waqasah97,RT @fawadchaudhry: #امپورٹڈ_حکومت_نامنظور #Respect ⁦@OfficialDGISPR⁩ and now our demand  is Judicial commission https://t.co/ixHrvdu8zj,
545,sumair350,"RT @ZartashChaudhry: Cheif justice sahab, 
Uthain. Hosh karain. 

#امپورٹڈ_حکومت_نامنظور",Pakistan
546,arsu_blouch007,"RT @TBajwa7: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/Omlymtylov","Lahore, Pakistan"
547,QAMAR198,"Ya Allah..... Forgive us. Allow us to do this good once again... 💔
 #امپورٹڈ_حکومت_نامنظور #BehindYouSkipper https://t.co/B8iqIU7rJn",
548,IamKamranAwan,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,"Haripur, Pakistan"
549,beingareej,"RT @7akuzab: These emotions are real. I have seen people myself. They stand with the great leader. We want our leader back.

#امپورٹڈ_حکومت…",Dubai
550,ehssan_hassan,"RT @ptipromote1: #امپورٹڈ_حکومت_نامنظور

Just Retweet dont Ask why https://t.co/xbbtIkjQEL",
551,javedamafhh13,"RT @Sufia__J: #امپورٹڈ_حکومت_نامنظور
#BehindYouSkipper 

Long live Imran Khan 🇵🇰
May every hurdle will remove and win is always yours
Ameen…",
552,Hammadajmal14,"RT @irumrae: “Bravery is standing with the truth and right” ― Imran Khan 
#امپورٹڈ_حکومت_نامنظور https://t.co/F0PRGMRJ0Q",
553,MNaveedK2,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",Pakistan
554,abidaaltaf786,"RT @PTIofficial: “Shahbaz Sharif this nation doesn’t have beggars, you’re a slave.. a corrupt!”-@ImranKhanPTI #امپورٹڈ_حکومت_نامنظور https:…",Dubai UAE
555,parsashayk,"RT @abdulqa23811767: As long as such traitors are in our country, our country has never been able to develop, so all of you should support…",
556,d4CNovC801Ogx4S,RT @PTI_TIGER_DUBAI: We love imran khan and we hate all corrupt politicians and corrupt judges #امپورٹڈ_حکومت_نامنظور https://t.co/cehtS0zL…,"دبي, الامارات العربية المتحدة"
557,noorulamin25,"RT @MashwaniAzhar: Power of Insafians and power of Social Media... Making impact worldwide 

#امپورٹڈ_حکومت_نامنظور 

 https://t.co/kvFbOTd…",
558,MikeSierraKilo,"RT @MizSays: Whatever it was, Khan was the target! WE WILL NEVER GIVE UP !!🔥

#سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور https://t.co/VQ6oqmo…",
559,behindYouCapt,"RT @Iam_Zai13: Imported government not acceptable
#امپورٹڈ_حکومت_نامنظور",
560,SyedaBakhtawa15,"RT @LahoreWali_: This “Kia hum koi ghulam hain” is echoing in my head since the moment @ImranKhanPTI has said it.

This time, it’s not what…",
561,Niazi___777,"RT @BleedGreenKP: Karachi are you ready to welcome the leader of muslim ummah ?
#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت 
#AbsolutelyNot h…",
562,armaan_elif,"RT @ahmednoorhamid: #PeshwarRejectsImranKhan #DGISPR #امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت
#عہدشکن_شکنجےمیں
""ABSOLUTELY FRAUD""
""Justice…",with ing
563,Hashimkhanswat3,RT @PTIofficial: Dr.@SaniaNishtar had explained few months ago the benefits of Koy Bhooka Na Soye and Langar Khana. Today the imported gove…,Islamic Republic of Pakistan
564,TanveerIlyas,Heart wrenching 😪#امپورٹڈ_حکومت_نامنظور https://t.co/uPV1kufyHn,
565,AzharMi50953236,"""Youth is ill-informed""

Dear @OfficialDGISPR ! 

This is insult!The youth is very well informed. This is 2022! The… https://t.co/k4yw5b443B","Muzaffarabad, AJ&K"
566,Xylopho99625943,"RT @Muhamma80378411: The whole story of regime change in Pakistan:
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت https://t.co/17fqOGU6gp",
567,Zahid37847398,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
568,KHOKH4R,"RT @Moeedi: We all know the difference.

#امپورٹڈ_حکومت_نامنظور https://t.co/9f5mOcQ6ua","پاکستان , UK,SPAIN"
569,muhammadmoaviah,"RT @MirMAKOfficial: Preparations done to dismantle National Accountability Bureau NAB. 

Congratulations Pakistaniyo. 

Corruption soon wil…",Kingdom of Saudi Arabia
570,Samie20981094,"RT @QazikhanPTI: These ferangis r so happy that khan saheb is no more as PM of Pakistan , the only leader in  this era who was standing for…",
571,lubnafpk,"RT @ptipromote1: ❤ Picture of the Day

#امپورٹڈ_حکومت_نامنظور https://t.co/Fe5RW8wEnr",
572,tayaba777,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",
573,AmmarkhanIm,RT @PTIofficial: Dr.@SaniaNishtar had explained few months ago the benefits of Koy Bhooka Na Soye and Langar Khana. Today the imported gove…,
574,KellyJo00953397,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",
575,SupportingIK,"RT @MaddyWithKhan: I just have to speak my mind after this presser. COAS may be important to ISPR, but Imran Khan is the life of our entire…",
576,_i_am_abdullah_,"RT @Realaddy01: Repeat after 

We support #ImranKhanPrimeMinister and we shall work for his re-election Prime Minister #ImranKhan 

#امپورٹ…","Lahore, Pakistan"
577,Hasan4sabinah,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,
578,anmol53189296,RT @Awesome50134305: Ye unk liye joh kehtey Hain absolutely fraud.Hope of Islamic countries and the leader of Islamic republic of Pakistan.…,
579,d6ad1bceac9241c,"RT @MahamHa87301753: Insafians,are ya with me ?Lets do this!!✌#امپورٹڈ_حکومت_نامنظور https://t.co/QK0w0IDY7b",
580,Shoaibk06351209,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",
581,96Ahmer,"RT @Fatima__Azam: My salute to these journalists
Really they are the real heroes who have proved themselves in these hard times where journ…",
582,SARMAD_WAQAS,"@haroon_natamam #saamatv #GeoNews #dunianews #24news #92news are being given huge money to blackout, the thing peop… https://t.co/mEd3IKZDNl",United Arab Emirates
583,onlytariq,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
584,waqaristic111,RT @Awesome50134305: Ye unk liye joh kehtey Hain absolutely fraud.Hope of Islamic countries and the leader of Islamic republic of Pakistan.…,"Karachi, Pakistan"
585,Aqeelrazagondal,"RT @MashwaniAzhar: Goosebumps !!!

#امپورٹڈ_حکومت_نامنظور 
https://t.co/D49HOqGuFK",Islamabad
586,SaadiQabil,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",
587,ShahzadYounaas,"RT @Abrar_views: #سازش_نہیں_مداخلت
#امپورٹڈ_حکومت_نامنظور 
Whatever it was, Khan was the target! https://t.co/Q1PALitGre",Pakistan
588,NayaPak16358965,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
589,Tete_a_Tete21,"@arsched @ImranRiazKhan Just get out of this shit-hole country cuz u have no future here. 🇵🇰 is only for criminals,… https://t.co/CCNAh7GfaG",United States
590,Naveid633,"RT @DrEmranAli: A blast from the Past.
Arasto @betterpakistan warning to @OfficialDGISPR .

#امپورٹڈ_حکومت_نامنظور https://t.co/9ot9pWUC0R",
591,904Zohaib,"RT @I__Rana_: History created! IK is breaking his own record.
Nobody in Pakistan can pull off bigger crowds at the moment than Imran Khan w…","Lahore, Pakistan"
592,ahaleem61,"#امپورٹڈ_حکومت_نامنظور   Can’t fool Public now, Next week Cheap Justice will be holding his press conference to sav… https://t.co/ZW6dDhVvJf",
593,abuasadhamza786,"RT @RealYasir__Khan: The definition of Mudakhilat

#امپورٹڈ_حکومت_نامنظور https://t.co/qj4VF5F4Xe",
594,Ayatfat71,"RT @ShEikhTweets1: #امپورٹڈ_حکومت_نامنظور
Retweet &amp; Comment ""Ameen"" https://t.co/r01zWhhAU2",Republic of Korea 🇰🇷
595,Mb54280073,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",Multan
596,SATTARBALOCH195,"RT @Jannat_Imaam: Excuse me sir @OfficialDGISPR. What is this?
Can you answer us please?
#امپورٹڈ_حکومت_نامنظور https://t.co/eFAvz2vX2M",
597,iamalimehdi,"Treasury has enough to spare for three camp offices, luxurious dinners and salaries of thousands of guards but not… https://t.co/7L4CHQoPPZ","Islamabad, Pakistan"
598,sjjd_hdr,RT @_ChNisarAliKhan: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/mTuHVVDKEe,"Punjab, Pakistan"
599,LOST1_SOUL,"RT @PTIofficial: Any guesses on the number of people showing up at Peshawar Jalsa tonight? 

 #امپورٹڈ_حکومت_نامنظور https://t.co/xRQjyUb4jD","Milton Keynes, England"
600,Y1Nawaz,"We want #GeneralElectionNow 
#امپورٹڈ_حکومت_نامنظور https://t.co/oyVRvt7TtG",Pakistan
601,behindYouCapt,"RT @durrenajaf313: Although things are not going in the right direction except for public confidence in IK, the actual motivation is that w…",
602,RehmanAfridi_,"RT @FarooqZPTI: @adeelraja @p4pakipower Wrong HT

#امپورٹڈ_حکومت_نامنظور","Kohat, Pakistan"
603,mwajahats,"@AAZAAD_MEDIA @Shiffa_ZY Where is the hash tag?
#امپورٹڈ_حکومت_نامنظور","Karachi, Pakistan"
604,zeeshan_hasni,"RT @DrPekaChu: #امپورٹڈ_حکومت_نامنظور
Dear @OfficialDGISPR Khawaja Salman rafique (PMLN)  with his guards brutally beating a serving #Major…",Pakistan
605,jkbellforever,RT @Shbazgillfan: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/rYLzw7LN2T,
606,waqarakif,RT @zartajgulwazir: This lousy imported puppet regime is so rattled by the massive sustained outpouring of youth that it is considering ban…,Lahore Pakistan
607,nassermalek,"RT @QazikhanPTI: These ferangis r so happy that khan saheb is no more as PM of Pakistan , the only leader in  this era who was standing for…",
608,hiddenraz1981,"RT @IramKiani: Just wanted to introduce @CMShehbaz 
He is criminal, murderer, corrupt, money Launderer.
And he became a prime Minister of P…",
609,JamalSh03407285,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET",
610,Hey_mojjo,"RT @TahiraK34755579: I think the trend #امپورٹد_حکومت_نامنظور
Is not that much important but this trend is #سازش_نہیں_مداخلت

#امپورٹڈ_حکوم…",", Pakistan"
611,koolshaadow,"RT @Shbazgillfan: Retweet &amp; Comment ""Ameen""
#امپورٹڈ_حکومت_نامنظور https://t.co/BGQguoqoaX",thailand
612,d4CNovC801Ogx4S,"RT @ZainUlA42286268: Big protest by Pakistanis in Copenhagen, Denmark against imported Government.
#امپورٹڈ_حکومت_نامنظور https://t.co/eyqI…","دبي, الامارات العربية المتحدة"
613,wa2860521,"RT @ahmednoorhamid: #PeshwarRejectsImranKhan #DGISPR #امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخلت
#عہدشکن_شکنجےمیں
""ABSOLUTELY FRAUD""
""Justice…",
614,ZairaZehra1,"RT @khalid8379005: Two different stories in one picture!
Now who is competent for the foreign ministry?
#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_…",
615,9d6f512ecd354ce,"RT @tahirengr: Finance Minister of Imported Govt #DGISPR 
#امپورٹڈ_حکومت_نامنظور https://t.co/WHfBgIikGi",
616,usaf_khan1975,"RT @Muhamma80378411: The whole story of regime change in Pakistan:
#امپورٹڈ_حکومت_نامنظور
#سازش_نہیں_مداخلت https://t.co/17fqOGU6gp",Pakistan 
617,Fatoon83429460,"RT @MQKhan20: Two different stories in one picture!
Now who is competent for the foreign ministry?
#امپورٹڈ_حکومت_نامنظور 
#سازش_نہیں_مداخل…",
618,Shehzad1218,"Keep it up bro
#امپورٹڈ_حکومت_نامنظور https://t.co/9w11rieCqo","Punjab, Pakistan"
619,singer_shad,"RT @AemanManzoor_1: Ok so i decided to take a break from social media cause it seriously affects my mental health bye.!
See ya in 2 minutes…",
620,waqasah97,"RT @zartajgulwazir: سلام ہے اس امت مسلمہ کے عظیم نڈر رہنما پر!

May Allah bless the great man Imran Khan for so eloquently and effectively…",
621,DaLondonGirl,"They think they can stop us? Freedom of speech.. we cannot be silenced.. 

#امپورٹڈ_حکومت_نامنظور https://t.co/gF82WFfUIg",
622,malikbilal53,"RT @59set: You guys miscalculated 

 #امپورٹڈ_حکومت_نامنظور https://t.co/yyDSlZYS4R",Pakistan 
623,aleemijaz,"Neutrality=Rascality !!.. 
#GenHameedGul 🇵🇰🇵🇰❣️#Warrior
#امپورٹڈ_حکومت_نامنظور https://t.co/SP8IBWGXEp","Lahore, Pakistan"
624,rutba1990,"RT @rajpoot_azlaan: But can qualify for Pakistan PM... we are Joke

#امپورٹڈ_حکومت_نامنظور  #IstandwithPMImrankhan  #JudicialCoup  #ImranKh…",Lahore
625,hafsa_liaquat,"@SyedSaq26538291 Wrong HT 
Plz use right one

#امپورٹڈ_حکومت_نامنظور"," اسلام آباد, پاکستان"
626,AnabyaGul,"RT @Haroon_5hahid: Dear world,

""You are most welcome to interfere but not allowed to conspire against us.""

Shukria.

#امپورٹڈ_حکومت_نامنظ…",
627,raziabbasali,"RT @Knowledgeking83: Real question 
#امپورٹڈ_حکومت_نامنظور",Karachi Pakistan
628,shahrozefaizz,"RT @MirMAKOfficial: 8 Million Tweets. Let that sink in

E I G H T M I L L I O N 

#امپورٹڈ_حکومت_نامنظور 

If this did not make history the…",Jupiter
629,96Ahmer,"RT @MahreenGulTariq: Don't confuse us with words ""SAZISH"" / ""MUDAKHLAT"" We know whats going on we want ELECTIONS NOW! 

If Imran Khan had d…",
630,BilalWaince16,"RT @zartajgulwazir: Dear, oh dear, oh dear!

A serial money launderer is now masquerading as the Prime Minister of Pakistan! 🤦🏻‍♀️

May God…",
631,serwer_sheraz,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",
632,Shabbir22458166,"RT @Shbazgillfan: This is difficult yaaar,  i mean our opposite gender can tell 😂😂😂😂😁😁

#امپورٹڈ_حکومت_نامنظور https://t.co/DAJ4vaLLvK",
633,pakwatan818,"RT @Dr_AmirRafiq: #امپورٹڈ_حکومت_نامنظور

come one wake up!!! SC... and Neutrals .. are you still neutral... Kya Satoo pi liyan hain....

#…",
634,Muhamma92781429,"#امپورٹڈ_حکومت_نامنظور
It's my request to all Pakistani youth &amp; PTI followers... PLEASE RESPECT OUR PAK ARM FORCES.… https://t.co/0tnEYhL0Zm",
635,subhan7676,"RT @BeYourOwnFort: @ImranARaja1 ""There will come a time when you believe everything is finished. That will be the beginning.""
--Louis L'Amo…",
636,HamxaRaja1,"Hello sir @OfficialDGISPR
Sir Plz give Security to our leader imran khan..
#امپورٹڈ_حکومت_نامنظور","Wah Cantt, Pakistan"
637,khalidh69662611,"RT @Maepoleon: ""I didn't choose the thug life, the thug life chose me""
                         - Tupac Shakur
#امپورٹڈ_حکومت_نامنظور https…","Karachi, Pakistan"
638,shaheera485,Can anyone tell me the exact number of tweets with the HT #امپورٹڈ_حکومت_نامنظور,Pakistan
639,abuasadhamza786,"RT @Muhamma87693514: Great leader Imran khan❤️✌️✌️🇵🇰

#امپورٹڈ_حکومت_نامنظور https://t.co/8DjI7V0EqB",
640,QasimKh38957723,"RT @junaiz98: ""Youth is ill-informed""

Dear DG ISPR! 

This is insult!The youth is very well informed. This isn't 70's, this is 2022! They'…","Lahore, Pakistan"
641,bilalkhanawab,"RT @junaiz98: ""Youth is ill-informed""

Dear DG ISPR! 

This is insult!The youth is very well informed. This isn't 70's, this is 2022! They'…",Pakistan
642,Dr_M_Usman,"RT @RaiSaim17: Who ever did this, nailed it 🤣🤣

#امپورٹڈ_حکومت_نامنظور https://t.co/gsHoHIA4EG",Pakistan
643,Hknyazee,"RT @zartajgulwazir: He's my mentor, to whom I owe all my political capital. Knowing him, I can tell he'll return powerfully as Prime Minist…",
644,BoyPnx,"RT @Imranriazkhan_a: Gullu Butt of PML(N) beating Major Haris

 #امپورٹڈ_حکومت_نامنظور https://t.co/U0DVGNzX2k","Kumasi, Ghana"
645,guria1979,RT @HaadiM5: After listening to @BBhuttoZardari stupidest response on dynasty politics in Pakistan I am ashamed. He is probably our future…,"Dammam, Kingdom of Saudi Arabia"
646,AurangZ69304703,"RT @Lalika79: You know when you know 

#امپورٹڈ_حکومت_نامنظور https://t.co/X7Ut3CK7Ra",
647,sarcasmist7,"RT @kalsoomyawar: Har Pakistani Ki Aawaz.🇵🇰
Beggars Can't Be Leader.🤬
#امپورٹڈ_حکومت_نامنظور https://t.co/NscwOQ1oL8","Lahore, Pakistan"
648,RubabFa05206215,"RT @humeraqayyum: Hmm

There was NO foreign conspiracy ONLY local conspiracy based on foreign interference.🤦‍♀️ 

#امپورٹڈ_حکومت_نامنظور","Islamabad, Pakistan"
649,ImranKh77430582,RT @_ChNisarAliKhan: We stand by our BRAVE &amp; HONEST leader #امپورٹڈ_حکومت_نامنظور https://t.co/mTuHVVDKEe,Senegal
650,Lone_Wolf_PK,"RT @ptipromote1: #امپورٹڈ_حکومت_نامنظور

Just Retweet dont Ask why https://t.co/xbbtIkjQEL",
651,mraja58,"RT @DrMuradPTI: Must listen. Sohail Waraich in 19 Seconds. This is all Allah’s doing. Allah Al Haq Hey. 
#امپورٹڈ_حکومت_نامنظور 
#ImranKhan…",New Jersey USA
652,hfizahadiz,"RT @AJShafquat: #امپورٹڈ_حکومت_نامنظور

We the people, the institutions and the forces are one nation. And today we stand together and unit…",
653,AnsarKHANNiazi8,"RT @addi_tweetss: Pakistanis right now 😂 😂
#امپورٹڈ_حکومت_نامنظور #سازش_نہیں_مداخلت https://t.co/6BLHJs94GR",Mianwali 
654,Anum90877448,"RT @AJShafquat: #امپورٹڈ_حکومت_نامنظور

We the people, the institutions and the forces are one nation. And today we stand together and unit…",
655,Shahzadsujra,"RT @AJShafquat: “patriotic youth” like @arslankhalid_m  were an “asset” for the nation.🇵🇰

#امپورٹڈ_حکومت_نامنظور 

https://t.co/ZG61REwvET","Sargodha, Pakistan"
656,abdullanaeem77,"RT @SMubeen11: Retweet &amp; Comment ""Ameen""
#امپورٹڈ_حکومت_نامنظور https://t.co/3bryS0kdWE",
657,behindYouCapt,"RT @Fatima__Azam: My salute to these journalists
Really they are the real heroes who have proved themselves in these hard times where journ…",
658,AFBAH786,"RT @UUShaikh: Who ever did this, nailed it 🤣🤣

#امپورٹڈ_حکومت_نامنظور https://t.co/VvHWuucw6y",
